asset_price,exercise_time,delta
84.0000,0.3440,0.1298
84.0000,0.3520,0.1335
84.0000,0.3600,0.1371
84.0000,0.3680,0.1407
84.0000,0.3760,0.1442
84.0000,0.3840,0.1477
84.0000,0.3920,0.1511
84.0000,0.4000,0.1545
84.0000,0.4080,0.1579
84.0000,0.4160,0.1612
84.0000,0.4240,0.1645
84.0000,0.4320,0.1677
84.0000,0.4400,0.1709
84.0000,0.4480,0.1740
84.0000,0.4560,0.1771
84.0000,0.4640,0.1802
84.0000,0.4720,0.1832
84.0000,0.4800,0.1862
84.0000,0.4880,0.1892
84.0000,0.4960,0.1921
84.0000,0.5040,0.1950
84.0000,0.5120,0.1979
84.0000,0.5200,0.2007
84.0000,0.5280,0.2035
84.0000,0.5360,0.2062
84.0000,0.5440,0.2089
84.0000,0.5520,0.2116
84.0000,0.5600,0.2143
84.0000,0.5680,0.2169
84.0000,0.5760,0.2195
84.0000,0.5840,0.2220
84.0000,0.6000,0.2271
86.0000,0.2000,0.0763
86.0000,0.2080,0.0812
86.0000,0.2160,0.0861
86.0000,0.2240,0.0909
86.0000,0.2320,0.0956
86.0000,0.2400,0.1003
86.0000,0.2480,0.1049
86.0000,0.2560,0.1095
86.0000,0.2640,0.1140
86.0000,0.2720,0.1185
86.0000,0.2800,0.1229
86.0000,0.2880,0.1272
86.0000,0.2960,0.1314
86.0000,0.3040,0.1356
86.0000,0.3120,0.1397
86.0000,0.3200,0.1438
86.0000,0.3280,0.1478
86.0000,0.3360,0.1518
86.0000,0.3440,0.1556
86.0000,0.3520,0.1594
86.0000,0.3600,0.1632
86.0000,0.3680,0.1669
86.0000,0.3760,0.1706
86.0000,0.3840,0.1742
86.0000,0.3920,0.1777
86.0000,0.4000,0.1812
86.0000,0.4080,0.1846
86.0000,0.4160,0.1880
86.0000,0.4240,0.1913
86.0000,0.4320,0.1946
86.0000,0.4400,0.1978
86.0000,0.4480,0.2010
86.0000,0.4560,0.2042
86.0000,0.4640,0.2073
86.0000,0.4720,0.2103
86.0000,0.4800,0.2134
86.0000,0.4880,0.2163
86.0000,0.4960,0.2193
86.0000,0.5040,0.2222
86.0000,0.5120,0.2250
86.0000,0.5200,0.2278
86.0000,0.5280,0.2306
86.0000,0.5360,0.2334
86.0000,0.5440,0.2361
86.0000,0.5520,0.2387
86.0000,0.5600,0.2414
86.0000,0.5680,0.2440
86.0000,0.5760,0.2466
86.0000,0.5840,0.2491
86.0000,0.6000,0.2541
88.0000,0.2000,0.0997
88.0000,0.2080,0.1051
88.0000,0.2160,0.1105
88.0000,0.2240,0.1157
88.0000,0.2320,0.1209
88.0000,0.2400,0.1260
88.0000,0.2480,0.1309
88.0000,0.2560,0.1358
88.0000,0.2640,0.1406
88.0000,0.2720,0.1453
88.0000,0.2800,0.1499
88.0000,0.2880,0.1545
88.0000,0.2960,0.1589
88.0000,0.3040,0.1633
88.0000,0.3120,0.1676
88.0000,0.3200,0.1718
88.0000,0.3280,0.1759
88.0000,0.3360,0.1799
88.0000,0.3440,0.1839
88.0000,0.3520,0.1878
88.0000,0.3600,0.1916
88.0000,0.3680,0.1954
88.0000,0.3760,0.1991
88.0000,0.3840,0.2027
88.0000,0.3920,0.2063
88.0000,0.4000,0.2098
88.0000,0.4080,0.2133
88.0000,0.4160,0.2167
88.0000,0.4240,0.2200
88.0000,0.4320,0.2233
88.0000,0.4400,0.2265
88.0000,0.4480,0.2297
88.0000,0.4560,0.2329
88.0000,0.4640,0.2359
88.0000,0.4720,0.2390
88.0000,0.4800,0.2420
88.0000,0.4880,0.2449
88.0000,0.4960,0.2478
88.0000,0.5040,0.2507
88.0000,0.5120,0.2535
88.0000,0.5200,0.2563
88.0000,0.5280,0.2590
88.0000,0.5360,0.2617
88.0000,0.5440,0.2644
88.0000,0.5520,0.2670
88.0000,0.5600,0.2696
88.0000,0.5680,0.2721
88.0000,0.5760,0.2746
88.0000,0.5840,0.2771
88.0000,0.6000,0.2820
90.0000,0.2000,0.1272
90.0000,0.2080,0.1330
90.0000,0.2160,0.1388
90.0000,0.2240,0.1444
90.0000,0.2320,0.1498
90.0000,0.2400,0.1551
90.0000,0.2480,0.1604
90.0000,0.2560,0.1654
90.0000,0.2640,0.1704
90.0000,0.2720,0.1753
90.0000,0.2800,0.1800
90.0000,0.2880,0.1847
90.0000,0.2960,0.1892
90.0000,0.3040,0.1936
90.0000,0.3120,0.1980
90.0000,0.3200,0.2022
90.0000,0.3280,0.2064
90.0000,0.3360,0.2104
90.0000,0.3440,0.2144
90.0000,0.3520,0.2183
90.0000,0.3600,0.2222
90.0000,0.3680,0.2259
90.0000,0.3760,0.2296
90.0000,0.3840,0.2332
90.0000,0.3920,0.2368
90.0000,0.4000,0.2402
90.0000,0.4080,0.2437
90.0000,0.4160,0.2470
90.0000,0.4240,0.2503
90.0000,0.4320,0.2535
90.0000,0.4400,0.2567
90.0000,0.4480,0.2598
90.0000,0.4560,0.2629
90.0000,0.4640,0.2659
90.0000,0.4720,0.2689
90.0000,0.4800,0.2718
90.0000,0.4880,0.2747
90.0000,0.4960,0.2775
90.0000,0.5040,0.2803
90.0000,0.5120,0.2830
90.0000,0.5200,0.2857
90.0000,0.5280,0.2884
90.0000,0.5360,0.2910
90.0000,0.5440,0.2936
90.0000,0.5520,0.2961
90.0000,0.5600,0.2986
90.0000,0.5680,0.3011
90.0000,0.5760,0.3036
90.0000,0.5840,0.3060
90.0000,0.6000,0.3107
92.0000,0.2000,0.1588
92.0000,0.2080,0.1649
92.0000,0.2160,0.1709
92.0000,0.2240,0.1766
92.0000,0.2320,0.1822
92.0000,0.2400,0.1877
92.0000,0.2480,0.1930
92.0000,0.2560,0.1982
92.0000,0.2640,0.2032
92.0000,0.2720,0.2081
92.0000,0.2800,0.2128
92.0000,0.2880,0.2175
92.0000,0.2960,0.2220
92.0000,0.3040,0.2264
92.0000,0.3120,0.2307
92.0000,0.3200,0.2349
92.0000,0.3280,0.2390
92.0000,0.3360,0.2430
92.0000,0.3440,0.2470
92.0000,0.3520,0.2508
92.0000,0.3600,0.2546
92.0000,0.3680,0.2582
92.0000,0.3760,0.2618
92.0000,0.3840,0.2654
92.0000,0.3920,0.2688
92.0000,0.4000,0.2722
92.0000,0.4080,0.2755
92.0000,0.4160,0.2787
92.0000,0.4240,0.2819
92.0000,0.4320,0.2851
92.0000,0.4400,0.2881
92.0000,0.4480,0.2912
92.0000,0.4560,0.2941
92.0000,0.4640,0.2970
92.0000,0.4720,0.2999
92.0000,0.4800,0.3027
92.0000,0.4880,0.3054
92.0000,0.4960,0.3082
92.0000,0.5040,0.3108
92.0000,0.5120,0.3135
92.0000,0.5200,0.3160
92.0000,0.5280,0.3186
92.0000,0.5360,0.3211
92.0000,0.5440,0.3236
92.0000,0.5520,0.3260
92.0000,0.5600,0.3284
92.0000,0.5680,0.3307
92.0000,0.5760,0.3331
92.0000,0.5840,0.3354
92.0000,0.6000,0.3398
94.0000,0.2000,0.1943
94.0000,0.2080,0.2005
94.0000,0.2160,0.2065
94.0000,0.2240,0.2123
94.0000,0.2320,0.2179
94.0000,0.2400,0.2233
94.0000,0.2480,0.2286
94.0000,0.2560,0.2337
94.0000,0.2640,0.2386
94.0000,0.2720,0.2434
94.0000,0.2800,0.2481
94.0000,0.2880,0.2526
94.0000,0.2960,0.2570
94.0000,0.3040,0.2613
94.0000,0.3120,0.2655
94.0000,0.3200,0.2696
94.0000,0.3280,0.2735
94.0000,0.3360,0.2774
94.0000,0.3440,0.2812
94.0000,0.3520,0.2849
94.0000,0.3600,0.2885
94.0000,0.3680,0.2920
94.0000,0.3760,0.2955
94.0000,0.3840,0.2988
94.0000,0.3920,0.3021
94.0000,0.4000,0.3054
94.0000,0.4080,0.3085
94.0000,0.4160,0.3116
94.0000,0.4240,0.3146
94.0000,0.4320,0.3176
94.0000,0.4400,0.3205
94.0000,0.4480,0.3234
94.0000,0.4560,0.3262
94.0000,0.4640,0.3290
94.0000,0.4720,0.3317
94.0000,0.4800,0.3343
94.0000,0.4880,0.3369
94.0000,0.4960,0.3395
94.0000,0.5040,0.3420
94.0000,0.5120,0.3445
94.0000,0.5200,0.3469
94.0000,0.5280,0.3493
94.0000,0.5360,0.3517
94.0000,0.5440,0.3540
94.0000,0.5520,0.3563
94.0000,0.5600,0.3586
94.0000,0.5680,0.3608
94.0000,0.5760,0.3630
94.0000,0.5840,0.3651
94.0000,0.6000,0.3693
96.0000,0.2000,0.2334
96.0000,0.2080,0.2395
96.0000,0.2160,0.2454
96.0000,0.2240,0.2510
96.0000,0.2320,0.2564
96.0000,0.2400,0.2617
96.0000,0.2480,0.2667
96.0000,0.2560,0.2716
96.0000,0.2640,0.2764
96.0000,0.2720,0.2810
96.0000,0.2800,0.2854
96.0000,0.2880,0.2897
96.0000,0.2960,0.2939
96.0000,0.3040,0.2980
96.0000,0.3120,0.3020
96.0000,0.3200,0.3058
96.0000,0.3280,0.3096
96.0000,0.3360,0.3132
96.0000,0.3440,0.3168
96.0000,0.3520,0.3203
96.0000,0.3600,0.3236
96.0000,0.3680,0.3270
96.0000,0.3760,0.3302
96.0000,0.3840,0.3333
96.0000,0.3920,0.3364
96.0000,0.4000,0.3395
96.0000,0.4080,0.3424
96.0000,0.4160,0.3453
96.0000,0.4240,0.3481
96.0000,0.4320,0.3509
96.0000,0.4400,0.3536
96.0000,0.4480,0.3563
96.0000,0.4560,0.3589
96.0000,0.4640,0.3615
96.0000,0.4720,0.3640
96.0000,0.4800,0.3665
96.0000,0.4880,0.3689
96.0000,0.4960,0.3713
96.0000,0.5040,0.3736
96.0000,0.5120,0.3760
96.0000,0.5200,0.3782
96.0000,0.5280,0.3804
96.0000,0.5360,0.3826
96.0000,0.5440,0.3848
96.0000,0.5520,0.3869
96.0000,0.5600,0.3890
96.0000,0.5680,0.3911
96.0000,0.5760,0.3931
96.0000,0.5840,0.3951
96.0000,0.6000,0.3990
98.0000,0.2000,0.2756
98.0000,0.2080,0.2814
98.0000,0.2160,0.2869
98.0000,0.2240,0.2922
98.0000,0.2320,0.2973
98.0000,0.2400,0.3022
98.0000,0.2480,0.3070
98.0000,0.2560,0.3115
98.0000,0.2640,0.3160
98.0000,0.2720,0.3202
98.0000,0.2800,0.3244
98.0000,0.2880,0.3284
98.0000,0.2960,0.3323
98.0000,0.3040,0.3360
98.0000,0.3120,0.3397
98.0000,0.3200,0.3432
98.0000,0.3280,0.3467
98.0000,0.3360,0.3501
98.0000,0.3440,0.3534
98.0000,0.3520,0.3566
98.0000,0.3600,0.3597
98.0000,0.3680,0.3627
98.0000,0.3760,0.3657
98.0000,0.3840,0.3686
98.0000,0.3920,0.3714
98.0000,0.4000,0.3742
98.0000,0.4080,0.3769
98.0000,0.4160,0.3795
98.0000,0.4240,0.3821
98.0000,0.4320,0.3847
98.0000,0.4400,0.3872
98.0000,0.4480,0.3896
98.0000,0.4560,0.3920
98.0000,0.4640,0.3944
98.0000,0.4720,0.3967
98.0000,0.4800,0.3989
98.0000,0.4880,0.4011
98.0000,0.4960,0.4033
98.0000,0.5040,0.4055
98.0000,0.5120,0.4076
98.0000,0.5200,0.4096
98.0000,0.5280,0.4117
98.0000,0.5360,0.4137
98.0000,0.5440,0.4157
98.0000,0.5520,0.4176
98.0000,0.5600,0.4195
98.0000,0.5680,0.4214
98.0000,0.5760,0.4232
98.0000,0.5840,0.4251
98.0000,0.6000,0.4286
100.0000,0.2000,0.3203
100.0000,0.2080,0.3256
100.0000,0.2160,0.3306
100.0000,0.2240,0.3354
100.0000,0.2320,0.3401
100.0000,0.2400,0.3445
100.0000,0.2480,0.3488
100.0000,0.2560,0.3529
100.0000,0.2640,0.3569
100.0000,0.2720,0.3608
100.0000,0.2800,0.3645
100.0000,0.2880,0.3681
100.0000,0.2960,0.3716
100.0000,0.3040,0.3750
100.0000,0.3120,0.3783
100.0000,0.3200,0.3815
100.0000,0.3280,0.3846
100.0000,0.3360,0.3876
100.0000,0.3440,0.3906
100.0000,0.3520,0.3934
100.0000,0.3600,0.3962
100.0000,0.3680,0.3989
100.0000,0.3760,0.4016
100.0000,0.3840,0.4042
100.0000,0.3920,0.4067
100.0000,0.4000,0.4092
100.0000,0.4080,0.4117
100.0000,0.4160,0.4140
100.0000,0.4240,0.4164
100.0000,0.4320,0.4186
100.0000,0.4400,0.4209
100.0000,0.4480,0.4230
100.0000,0.4560,0.4252
100.0000,0.4640,0.4273
100.0000,0.4720,0.4294
100.0000,0.4800,0.4314
100.0000,0.4880,0.4334
100.0000,0.4960,0.4353
100.0000,0.5040,0.4373
100.0000,0.5120,0.4391
100.0000,0.5200,0.4410
100.0000,0.5280,0.4428
100.0000,0.5360,0.4446
100.0000,0.5440,0.4464
100.0000,0.5520,0.4481
100.0000,0.5600,0.4499
100.0000,0.5680,0.4515
100.0000,0.5760,0.4532
100.0000,0.5840,0.4548
100.0000,0.6000,0.4581
102.0000,0.2000,0.3668
102.0000,0.2080,0.3714
102.0000,0.2160,0.3758
102.0000,0.2240,0.3800
102.0000,0.2320,0.3841
102.0000,0.2400,0.3880
102.0000,0.2480,0.3917
102.0000,0.2560,0.3953
102.0000,0.2640,0.3988
102.0000,0.2720,0.4021
102.0000,0.2800,0.4054
102.0000,0.2880,0.4085
102.0000,0.2960,0.4115
102.0000,0.3040,0.4145
102.0000,0.3120,0.4173
102.0000,0.3200,0.4201
102.0000,0.3280,0.4228
102.0000,0.3360,0.4255
102.0000,0.3440,0.4280
102.0000,0.3520,0.4305
102.0000,0.3600,0.4330
102.0000,0.3680,0.4353
102.0000,0.3760,0.4377
102.0000,0.3840,0.4399
102.0000,0.3920,0.4421
102.0000,0.4000,0.4443
102.0000,0.4080,0.4464
102.0000,0.4160,0.4485
102.0000,0.4240,0.4505
102.0000,0.4320,0.4525
102.0000,0.4400,0.4545
102.0000,0.4480,0.4564
102.0000,0.4560,0.4583
102.0000,0.4640,0.4601
102.0000,0.4720,0.4619
102.0000,0.4800,0.4637
102.0000,0.4880,0.4654
102.0000,0.4960,0.4671
102.0000,0.5040,0.4688
102.0000,0.5120,0.4705
102.0000,0.5200,0.4721
102.0000,0.5280,0.4737
102.0000,0.5360,0.4753
102.0000,0.5440,0.4769
102.0000,0.5520,0.4784
102.0000,0.5600,0.4799
102.0000,0.5680,0.4814
102.0000,0.5760,0.4828
102.0000,0.5840,0.4843
102.0000,0.6000,0.4871
104.0000,0.2000,0.4144
104.0000,0.2080,0.4182
104.0000,0.2160,0.4219
104.0000,0.2240,0.4254
104.0000,0.2320,0.4287
104.0000,0.2400,0.4320
104.0000,0.2480,0.4351
104.0000,0.2560,0.4381
104.0000,0.2640,0.4409
104.0000,0.2720,0.4437
104.0000,0.2800,0.4464
104.0000,0.2880,0.4491
104.0000,0.2960,0.4516
104.0000,0.3040,0.4541
104.0000,0.3120,0.4565
104.0000,0.3200,0.4588
104.0000,0.3280,0.4611
104.0000,0.3360,0.4633
104.0000,0.3440,0.4654
104.0000,0.3520,0.4675
104.0000,0.3600,0.4696
104.0000,0.3680,0.4716
104.0000,0.3760,0.4735
104.0000,0.3840,0.4754
104.0000,0.3920,0.4773
104.0000,0.4000,0.4791
104.0000,0.4080,0.4809
104.0000,0.4160,0.4827
104.0000,0.4240,0.4844
104.0000,0.4320,0.4861
104.0000,0.4400,0.4877
104.0000,0.4480,0.4894
104.0000,0.4560,0.4910
104.0000,0.4640,0.4925
104.0000,0.4720,0.4941
104.0000,0.4800,0.4956
104.0000,0.4880,0.4971
104.0000,0.4960,0.4985
104.0000,0.5040,0.5000
104.0000,0.5120,0.5014
104.0000,0.5200,0.5028
104.0000,0.5280,0.5042
104.0000,0.5360,0.5055
104.0000,0.5440,0.5068
104.0000,0.5520,0.5082
104.0000,0.5600,0.5095
104.0000,0.5680,0.5107
104.0000,0.5760,0.5120
104.0000,0.5840,0.5132
104.0000,0.6000,0.5157
106.0000,0.2000,0.4624
106.0000,0.2080,0.4653
106.0000,0.2160,0.4681
106.0000,0.2240,0.4708
106.0000,0.2320,0.4734
106.0000,0.2400,0.4760
106.0000,0.2480,0.4784
106.0000,0.2560,0.4807
106.0000,0.2640,0.4830
106.0000,0.2720,0.4852
106.0000,0.2800,0.4873
106.0000,0.2880,0.4894
106.0000,0.2960,0.4914
106.0000,0.3040,0.4933
106.0000,0.3120,0.4952
106.0000,0.3200,0.4971
106.0000,0.3280,0.4989
106.0000,0.3360,0.5007
106.0000,0.3440,0.5024
106.0000,0.3520,0.5041
106.0000,0.3600,0.5057
106.0000,0.3680,0.5073
106.0000,0.3760,0.5089
106.0000,0.3840,0.5104
106.0000,0.3920,0.5120
106.0000,0.4000,0.5134
106.0000,0.4080,0.5149
106.0000,0.4160,0.5163
106.0000,0.4240,0.5177
106.0000,0.4320,0.5191
106.0000,0.4400,0.5205
106.0000,0.4480,0.5218
106.0000,0.4560,0.5231
106.0000,0.4640,0.5244
106.0000,0.4720,0.5256
106.0000,0.4800,0.5269
106.0000,0.4880,0.5281
106.0000,0.4960,0.5293
106.0000,0.5040,0.5305
106.0000,0.5120,0.5317
106.0000,0.5200,0.5329
106.0000,0.5280,0.5340
106.0000,0.5360,0.5351
106.0000,0.5440,0.5362
106.0000,0.5520,0.5373
106.0000,0.5600,0.5384
106.0000,0.5680,0.5395
106.0000,0.5760,0.5405
106.0000,0.5840,0.5416
106.0000,0.6000,0.5436
108.0000,0.2000,0.5099
108.0000,0.2080,0.5120
108.0000,0.2160,0.5139
108.0000,0.2240,0.5158
108.0000,0.2320,0.5177
108.0000,0.2400,0.5194
108.0000,0.2480,0.5211
108.0000,0.2560,0.5228
108.0000,0.2640,0.5244
108.0000,0.2720,0.5260
108.0000,0.2800,0.5276
108.0000,0.2880,0.5291
108.0000,0.2960,0.5305
108.0000,0.3040,0.5319
108.0000,0.3120,0.5333
108.0000,0.3200,0.5347
108.0000,0.3280,0.5361
108.0000,0.3360,0.5374
108.0000,0.3440,0.5387
108.0000,0.3520,0.5399
108.0000,0.3600,0.5412
108.0000,0.3680,0.5424
108.0000,0.3760,0.5436
108.0000,0.3840,0.5447
108.0000,0.3920,0.5459
108.0000,0.4000,0.5470
108.0000,0.4080,0.5481
108.0000,0.4160,0.5492
108.0000,0.4240,0.5503
108.0000,0.4320,0.5514
108.0000,0.4400,0.5524
108.0000,0.4480,0.5535
108.0000,0.4560,0.5545
108.0000,0.4640,0.5555
108.0000,0.4720,0.5565
108.0000,0.4800,0.5575
108.0000,0.4880,0.5584
108.0000,0.4960,0.5594
108.0000,0.5040,0.5603
108.0000,0.5120,0.5613
108.0000,0.5200,0.5622
108.0000,0.5280,0.5631
108.0000,0.5360,0.5640
108.0000,0.5440,0.5649
108.0000,0.5520,0.5658
108.0000,0.5600,0.5666
108.0000,0.5680,0.5675
108.0000,0.5760,0.5683
108.0000,0.5840,0.5692
108.0000,0.6000,0.5708
110.0000,0.2000,0.5565
110.0000,0.2080,0.5576
110.0000,0.2160,0.5587
110.0000,0.2240,0.5598
110.0000,0.2320,0.5608
110.0000,0.2400,0.5619
110.0000,0.2480,0.5629
110.0000,0.2560,0.5639
110.0000,0.2640,0.5649
110.0000,0.2720,0.5658
110.0000,0.2800,0.5668
110.0000,0.2880,0.5677
110.0000,0.2960,0.5686
110.0000,0.3040,0.5696
110.0000,0.3120,0.5705
110.0000,0.3200,0.5713
110.0000,0.3280,0.5722
110.0000,0.3360,0.5731
110.0000,0.3440,0.5739
110.0000,0.3520,0.5748
110.0000,0.3600,0.5756
110.0000,0.3680,0.5765
110.0000,0.3760,0.5773
110.0000,0.3840,0.5781
110.0000,0.3920,0.5789
110.0000,0.4000,0.5797
110.0000,0.4080,0.5804
110.0000,0.4160,0.5812
110.0000,0.4240,0.5820
110.0000,0.4320,0.5827
110.0000,0.4400,0.5835
110.0000,0.4480,0.5842
110.0000,0.4560,0.5850
110.0000,0.4640,0.5857
110.0000,0.4720,0.5864
110.0000,0.4800,0.5871
110.0000,0.4880,0.5879
110.0000,0.4960,0.5886
110.0000,0.5040,0.5893
110.0000,0.5120,0.5900
110.0000,0.5200,0.5906
110.0000,0.5280,0.5913
110.0000,0.5360,0.5920
110.0000,0.5440,0.5927
110.0000,0.5520,0.5933
110.0000,0.5600,0.5940
110.0000,0.5680,0.5947
110.0000,0.5760,0.5953
110.0000,0.5840,0.5960
110.0000,0.6000,0.5972
112.0000,0.2000,0.6015
112.0000,0.2080,0.6017
112.0000,0.2160,0.6020
112.0000,0.2240,0.6023
112.0000,0.2320,0.6026
112.0000,0.2400,0.6029
112.0000,0.2480,0.6032
112.0000,0.2560,0.6036
112.0000,0.2640,0.6039
112.0000,0.2720,0.6043
112.0000,0.2800,0.6047
112.0000,0.2880,0.6051
112.0000,0.2960,0.6055
112.0000,0.3040,0.6059
112.0000,0.3120,0.6063
112.0000,0.3200,0.6067
112.0000,0.3280,0.6072
112.0000,0.3360,0.6076
112.0000,0.3440,0.6080
112.0000,0.3520,0.6085
112.0000,0.3600,0.6089
112.0000,0.3680,0.6094
112.0000,0.3760,0.6098
112.0000,0.3840,0.6103
112.0000,0.3920,0.6107
112.0000,0.4000,0.6112
112.0000,0.4080,0.6117
112.0000,0.4160,0.6121
112.0000,0.4240,0.6126
112.0000,0.4320,0.6130
112.0000,0.4400,0.6135
112.0000,0.4480,0.6140
112.0000,0.4560,0.6144
112.0000,0.4640,0.6149
112.0000,0.4720,0.6154
112.0000,0.4800,0.6158
112.0000,0.4880,0.6163
112.0000,0.4960,0.6168
112.0000,0.5040,0.6172
112.0000,0.5120,0.6177
112.0000,0.5200,0.6181
112.0000,0.5280,0.6186
112.0000,0.5360,0.6191
112.0000,0.5440,0.6195
112.0000,0.5520,0.6200
112.0000,0.5600,0.6204
112.0000,0.5680,0.6209
112.0000,0.5760,0.6214
112.0000,0.5840,0.6218
112.0000,0.6000,0.6227
114.0000,0.2000,0.6444
114.0000,0.2080,0.6438
114.0000,0.2160,0.6433
114.0000,0.2240,0.6428
114.0000,0.2320,0.6424
114.0000,0.2400,0.6421
114.0000,0.2480,0.6418
114.0000,0.2560,0.6415
114.0000,0.2640,0.6413
114.0000,0.2720,0.6411
114.0000,0.2800,0.6410
114.0000,0.2880,0.6409
114.0000,0.2960,0.6408
114.0000,0.3040,0.6407
114.0000,0.3120,0.6407
114.0000,0.3200,0.6407
114.0000,0.3280,0.6407
114.0000,0.3360,0.6407
114.0000,0.3440,0.6407
114.0000,0.3520,0.6408
114.0000,0.3600,0.6409
114.0000,0.3680,0.6410
114.0000,0.3760,0.6411
114.0000,0.3840,0.6412
114.0000,0.3920,0.6413
114.0000,0.4000,0.6415
114.0000,0.4080,0.6416
114.0000,0.4160,0.6418
114.0000,0.4240,0.6420
114.0000,0.4320,0.6421
114.0000,0.4400,0.6423
114.0000,0.4480,0.6425
114.0000,0.4560,0.6427
114.0000,0.4640,0.6429
114.0000,0.4720,0.6432
114.0000,0.4800,0.6434
114.0000,0.4880,0.6436
114.0000,0.4960,0.6438
114.0000,0.5040,0.6441
114.0000,0.5120,0.6443
114.0000,0.5200,0.6446
114.0000,0.5280,0.6448
114.0000,0.5360,0.6451
114.0000,0.5440,0.6454
114.0000,0.5520,0.6456
114.0000,0.5600,0.6459
114.0000,0.5680,0.6462
114.0000,0.5760,0.6464
114.0000,0.5840,0.6467
114.0000,0.6000,0.6473
116.0000,0.2000,0.6849
116.0000,0.2080,0.6836
116.0000,0.2160,0.6823
116.0000,0.2240,0.6812
116.0000,0.2320,0.6802
116.0000,0.2400,0.6792
116.0000,0.2480,0.6783
116.0000,0.2560,0.6775
116.0000,0.2640,0.6768
116.0000,0.2720,0.6761
116.0000,0.2800,0.6754
116.0000,0.2880,0.6748
116.0000,0.2960,0.6743
116.0000,0.3040,0.6738
116.0000,0.3120,0.6734
116.0000,0.3200,0.6729
116.0000,0.3280,0.6726
116.0000,0.3360,0.6722
116.0000,0.3440,0.6719
116.0000,0.3520,0.6716
116.0000,0.3600,0.6713
116.0000,0.3680,0.6711
116.0000,0.3760,0.6709
116.0000,0.3840,0.6707
116.0000,0.3920,0.6705
116.0000,0.4000,0.6704
116.0000,0.4080,0.6702
116.0000,0.4160,0.6701
116.0000,0.4240,0.6700
116.0000,0.4320,0.6700
116.0000,0.4400,0.6699
116.0000,0.4480,0.6698
116.0000,0.4560,0.6698
116.0000,0.4640,0.6698
116.0000,0.4720,0.6698
116.0000,0.4800,0.6698
116.0000,0.4880,0.6698
116.0000,0.4960,0.6698
116.0000,0.5040,0.6698
116.0000,0.5120,0.6699
116.0000,0.5200,0.6699
116.0000,0.5280,0.6700
116.0000,0.5360,0.6700
116.0000,0.5440,0.6701
116.0000,0.5520,0.6702
116.0000,0.5600,0.6703
116.0000,0.5680,0.6704
116.0000,0.5760,0.6705
116.0000,0.5840,0.6706
116.0000,0.6000,0.6708
118.0000,0.2000,0.7226
118.0000,0.2080,0.7207
118.0000,0.2160,0.7188
118.0000,0.2240,0.7171
118.0000,0.2320,0.7155
118.0000,0.2400,0.7140
118.0000,0.2480,0.7126
118.0000,0.2560,0.7113
118.0000,0.2640,0.7101
118.0000,0.2720,0.7090
118.0000,0.2800,0.7079
118.0000,0.2880,0.7069
118.0000,0.2960,0.7060
118.0000,0.3040,0.7051
118.0000,0.3120,0.7042
118.0000,0.3200,0.7035
118.0000,0.3280,0.7027
